PassengerId,Title,Name,Sex,Age,FamilyStatus,Class,Fare,Survived,SurvivedBinary
592,Mrs,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",female,52.0,with_family,1,78.2667,yes,1
593,Mr,"Elsbury, Mr. William James",male,47.0,single,3,7.25,no,0
594,Miss,"Bourke, Miss. Mary",female,29.699118,with_family,3,7.75,no,0
595,Mr,"Chapman, Mr. John Henry",male,37.0,with_family,2,26.0,no,0
596,Mr,"Van Impe, Mr. Jean Baptiste",male,36.0,with_family,3,24.15,no,0
597,Miss,"Leitch, Miss. Jessie Wills",female,29.699118,single,2,33.0,yes,1
598,Mr,"Johnson, Mr. Alfred",male,49.0,single,3,0.0,no,0
599,Mr,"Boulos, Mr. Hanna",male,29.699118,single,3,7.225,no,0
600,Mr,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",male,49.0,with_family,1,56.9292,yes,1
601,Mrs,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",female,24.0,with_family,2,27.0,yes,1
602,Mr,"Slabenoff, Mr. Petco",male,29.699118,single,3,7.8958,no,0
603,Mr,"Harrington, Mr. Charles H",male,29.699118,single,1,42.4,no,0
604,Mr,"Torber, Mr. Ernst William",male,44.0,single,3,8.05,no,0
605,Mr,"Homer, Mr. Harry (""Mr E Haven"")",male,35.0,single,1,26.55,yes,1
606,Mr,"Lindell, Mr. Edvard Bengtsson",male,36.0,with_family,3,15.55,no,0
607,Mr,"Karaic, Mr. Milan",male,30.0,single,3,7.8958,no,0
608,Mr,"Daniel, Mr. Robert Williams",male,27.0,single,1,30.5,yes,1
609,Mrs,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",female,22.0,with_family,2,41.5792,yes,1
610,Miss,"Shutes, Miss. Elizabeth W",female,40.0,single,1,153.4625,yes,1
611,Mrs,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",female,39.0,with_family,3,31.275,no,0
612,Mr,"Jardin, Mr. Jose Neto",male,29.699118,single,3,7.05,no,0
613,Miss,"Murphy, Miss. Margaret Jane",female,29.699118,with_family,3,15.5,yes,1
614,Mr,"Horgan, Mr. John",male,29.699118,single,3,7.75,no,0
615,Mr,"Brocklebank, Mr. William Alfred",male,35.0,single,3,8.05,no,0
616,Miss,"Herman, Miss. Alice",female,24.0,with_family,2,65.0,yes,1
617,Mr,"Danbom, Mr. Ernst Gilbert",male,34.0,with_family,3,14.4,no,0
618,Mrs,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",female,26.0,with_family,3,16.1,no,0
619,Miss,"Becker, Miss. Marion Louise",female,4.0,with_family,2,39.0,yes,1
620,Mr,"Gavey, Mr. Lawrence",male,26.0,single,2,10.5,no,0
621,Mr,"Yasbeck, Mr. Antoni",male,27.0,with_family,3,14.4542,no,0
622,Mr,"Kimball, Mr. Edwin Nelson Jr",male,42.0,with_family,1,52.5542,yes,1
623,Mr,"Nakid, Mr. Sahid",male,20.0,with_family,3,15.7417,yes,1
624,Mr,"Hansen, Mr. Henry Damsgaard",male,21.0,single,3,7.8542,no,0
625,Mr,"Bowen, Mr. David John ""Dai""",male,21.0,single,3,16.1,no,0
626,Mr,"Sutton, Mr. Frederick",male,61.0,single,1,32.3208,no,0
627,Mr,"Kirkland, Rev. Charles Leonard",male,57.0,single,2,12.35,no,0
628,Miss,"Longley, Miss. Gretchen Fiske",female,21.0,single,1,77.9583,yes,1
629,Mr,"Bostandyeff, Mr. Guentcho",male,26.0,single,3,7.8958,no,0
630,Mr,"O'Connell, Mr. Patrick D",male,29.699118,single,3,7.7333,no,0
631,Mr,"Barkworth, Mr. Algernon Henry Wilson",male,80.0,single,1,30.0,yes,1
632,Mr,"Lundahl, Mr. Johan Svensson",male,51.0,single,3,7.0542,no,0
633,Mr,"Stahelin-Maeglin, Dr. Max",male,32.0,single,1,30.5,yes,1
634,Mr,"Parr, Mr. William Henry Marsh",male,29.699118,single,1,0.0,no,0
635,Miss,"Skoog, Miss. Mabel",female,9.0,with_family,3,27.9,no,0
636,Miss,"Davis, Miss. Mary",female,28.0,single,2,13.0,yes,1
637,Mr,"Leinonen, Mr. Antti Gustaf",male,32.0,single,3,7.925,no,0
638,Mr,"Collyer, Mr. Harvey",male,31.0,with_family,2,26.25,no,0
639,Mrs,"Panula, Mrs. Juha (Maria Emilia Ojala)",female,41.0,with_family,3,39.6875,no,0
640,Mr,"Thorneycroft, Mr. Percival",male,29.699118,with_family,3,16.1,no,0
641,Mr,"Jensen, Mr. Hans Peder",male,20.0,single,3,7.8542,no,0
642,Miss,"Sagesser, Mlle. Emma",female,24.0,single,1,69.3,yes,1
643,Miss,"Skoog, Miss. Margit Elizabeth",female,2.0,with_family,3,27.9,no,0
644,Mr,"Foo, Mr. Choong",male,29.699118,single,3,56.4958,yes,1
645,Miss,"Baclini, Miss. Eugenie",female,0.75,with_family,3,19.2583,yes,1
646,Mr,"Harper, Mr. Henry Sleeper",male,48.0,with_family,1,76.7292,yes,1
647,Mr,"Cor, Mr. Liudevit",male,19.0,single,3,7.8958,no,0
648,Mr,"Simonius-Blumer, Col. Oberst Alfons",male,56.0,single,1,35.5,yes,1
649,Mr,"Willey, Mr. Edward",male,29.699118,single,3,7.55,no,0
650,Miss,"Stanley, Miss. Amy Zillah Elsie",female,23.0,single,3,7.55,yes,1
651,Mr,"Mitkoff, Mr. Mito",male,29.699118,single,3,7.8958,no,0
652,Miss,"Doling, Miss. Elsie",female,18.0,with_family,2,23.0,yes,1
653,Mr,"Kalvik, Mr. Johannes Halvorsen",male,21.0,single,3,8.4333,no,0
654,Miss,"O'Leary, Miss. Hanora ""Norah""",female,29.699118,single,3,7.8292,yes,1
655,Miss,"Hegarty, Miss. Hanora ""Nora""",female,18.0,single,3,6.75,no,0
656,Mr,"Hickman, Mr. Leonard Mark",male,24.0,with_family,2,73.5,no,0
657,Mr,"Radeff, Mr. Alexander",male,29.699118,single,3,7.8958,no,0
658,Mrs,"Bourke, Mrs. John (Catherine)",female,32.0,with_family,3,15.5,no,0
659,Mr,"Eitemiller, Mr. George Floyd",male,23.0,single,2,13.0,no,0
660,Mr,"Newell, Mr. Arthur Webster",male,58.0,with_family,1,113.275,no,0
661,Mr,"Frauenthal, Dr. Henry William",male,50.0,with_family,1,133.65,yes,1
662,Mr,"Badt, Mr. Mohamed",male,40.0,single,3,7.225,no,0
663,Mr,"Colley, Mr. Edward Pomeroy",male,47.0,single,1,25.5875,no,0
664,Mr,"Coleff, Mr. Peju",male,36.0,single,3,7.4958,no,0
665,Mr,"Lindqvist, Mr. Eino William",male,20.0,with_family,3,7.925,yes,1
666,Mr,"Hickman, Mr. Lewis",male,32.0,with_family,2,73.5,no,0
667,Mr,"Butler, Mr. Reginald Fenton",male,25.0,single,2,13.0,no,0
668,Mr,"Rommetvedt, Mr. Knud Paust",male,29.699118,single,3,7.775,no,0
669,Mr,"Cook, Mr. Jacob",male,43.0,single,3,8.05,no,0
670,Mrs,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",female,29.699118,with_family,1,52.0,yes,1
671,Mrs,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",female,40.0,with_family,2,39.0,yes,1
672,Mr,"Davidson, Mr. Thornton",male,31.0,with_family,1,52.0,no,0
673,Mr,"Mitchell, Mr. Henry Michael",male,70.0,single,2,10.5,no,0
674,Mr,"Wilhelms, Mr. Charles",male,31.0,single,2,13.0,yes,1
675,Mr,"Watson, Mr. Ennis Hastings",male,29.699118,single,2,0.0,no,0
676,Mr,"Edvardsson, Mr. Gustaf Hjalmar",male,18.0,single,3,7.775,no,0
677,Mr,"Sawyer, Mr. Frederick Charles",male,24.5,single,3,8.05,no,0
678,Miss,"Turja, Miss. Anna Sofia",female,18.0,single,3,9.8417,yes,1
679,Mrs,"Goodwin, Mrs. Frederick (Augusta Tyler)",female,43.0,with_family,3,46.9,no,0
680,Mr,"Cardeza, Mr. Thomas Drake Martinez",male,36.0,with_family,1,512.3292,yes,1
681,Miss,"Peters, Miss. Katie",female,29.699118,single,3,8.1375,no,0
682,Mr,"Hassab, Mr. Hammad",male,27.0,single,1,76.7292,yes,1
683,Mr,"Olsvigen, Mr. Thor Anderson",male,20.0,single,3,9.225,no,0
684,Mr,"Goodwin, Mr. Charles Edward",male,14.0,with_family,3,46.9,no,0
685,Mr,"Brown, Mr. Thomas William Solomon",male,60.0,with_family,2,39.0,no,0
686,Mr,"Laroche, Mr. Joseph Philippe Lemercier",male,25.0,with_family,2,41.5792,no,0
687,Mr,"Panula, Mr. Jaako Arnold",male,14.0,with_family,3,39.6875,no,0
688,Mr,"Dakic, Mr. Branko",male,19.0,single,3,10.1708,no,0
689,Mr,"Fischer, Mr. Eberhard Thelander",male,18.0,single,3,7.7958,no,0
690,Miss,"Madill, Miss. Georgette Alexandra",female,15.0,with_family,1,211.3375,yes,1
691,Mr,"Dick, Mr. Albert Adrian",male,31.0,with_family,1,57.0,yes,1
692,Miss,"Karun, Miss. Manca",female,4.0,with_family,3,13.4167,yes,1
693,Mr,"Lam, Mr. Ali",male,29.699118,single,3,56.4958,yes,1
694,Mr,"Saad, Mr. Khalil",male,25.0,single,3,7.225,no,0
695,Mr,"Weir, Col. John",male,60.0,single,1,26.55,no,0
696,Mr,"Chapman, Mr. Charles Henry",male,52.0,single,2,13.5,no,0
697,Mr,"Kelly, Mr. James",male,44.0,single,3,8.05,no,0
698,Miss,"Mullens, Miss. Katherine ""Katie""",female,29.699118,single,3,7.7333,yes,1
699,Mr,"Thayer, Mr. John Borland",male,49.0,with_family,1,110.8833,no,0
700,Mr,"Humblen, Mr. Adolf Mathias Nicolai Olsen",male,42.0,single,3,7.65,no,0
701,Mrs,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",female,18.0,with_family,1,227.525,yes,1
702,Mr,"Silverthorne, Mr. Spencer Victor",male,35.0,single,1,26.2875,yes,1
703,Miss,"Barbara, Miss. Saiide",female,18.0,with_family,3,14.4542,no,0
704,Mr,"Gallagher, Mr. Martin",male,25.0,single,3,7.7417,no,0
705,Mr,"Hansen, Mr. Henrik Juul",male,26.0,with_family,3,7.8542,no,0
706,Mr,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",male,39.0,single,2,26.0,no,0
707,Mrs,"Kelly, Mrs. Florence ""Fannie""",female,45.0,single,2,13.5,yes,1
708,Mr,"Calderhead, Mr. Edward Pennington",male,42.0,single,1,26.2875,yes,1
709,Miss,"Cleaver, Miss. Alice",female,22.0,single,1,151.55,yes,1
710,Mr,"Moubarek, Master. Halim Gonios (""William George"")",male,29.699118,with_family,3,15.2458,yes,1
711,Miss,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",female,24.0,single,1,49.5042,yes,1
712,Mr,"Klaber, Mr. Herman",male,29.699118,single,1,26.55,no,0
713,Mr,"Taylor, Mr. Elmer Zebley",male,48.0,with_family,1,52.0,yes,1
714,Mr,"Larsson, Mr. August Viktor",male,29.0,single,3,9.4833,no,0
715,Mr,"Greenberg, Mr. Samuel",male,52.0,single,2,13.0,no,0
716,Mr,"Soholt, Mr. Peter Andreas Lauritz Andersen",male,19.0,single,3,7.65,no,0
717,Miss,"Endres, Miss. Caroline Louise",female,38.0,single,1,227.525,yes,1
718,Miss,"Troutt, Miss. Edwina Celia ""Winnie""",female,27.0,single,2,10.5,yes,1
719,Mr,"McEvoy, Mr. Michael",male,29.699118,single,3,15.5,no,0
720,Mr,"Johnson, Mr. Malkolm Joackim",male,33.0,single,3,7.775,no,0
721,Miss,"Harper, Miss. Annie Jessie ""Nina""",female,6.0,with_family,2,33.0,yes,1
722,Mr,"Jensen, Mr. Svend Lauritz",male,17.0,with_family,3,7.0542,no,0
723,Mr,"Gillespie, Mr. William Henry",male,34.0,single,2,13.0,no,0
724,Mr,"Hodges, Mr. Henry Price",male,50.0,single,2,13.0,no,0
725,Mr,"Chambers, Mr. Norman Campbell",male,27.0,with_family,1,53.1,yes,1
726,Mr,"Oreskovic, Mr. Luka",male,20.0,single,3,8.6625,no,0
727,Mrs,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",female,30.0,with_family,2,21.0,yes,1
728,Miss,"Mannion, Miss. Margareth",female,29.699118,single,3,7.7375,yes,1
729,Mr,"Bryhl, Mr. Kurt Arnold Gottfrid",male,25.0,with_family,2,26.0,no,0
730,Miss,"Ilmakangas, Miss. Pieta Sofia",female,25.0,with_family,3,7.925,no,0
731,Miss,"Allen, Miss. Elisabeth Walton",female,29.0,single,1,211.3375,yes,1
732,Mr,"Hassan, Mr. Houssein G N",male,11.0,single,3,18.7875,no,0
733,Mr,"Knight, Mr. Robert J",male,29.699118,single,2,0.0,no,0
734,Mr,"Berriman, Mr. William John",male,23.0,single,2,13.0,no,0
735,Mr,"Troupiansky, Mr. Moses Aaron",male,23.0,single,2,13.0,no,0
736,Mr,"Williams, Mr. Leslie",male,28.5,single,3,16.1,no,0
737,Mrs,"Ford, Mrs. Edward (Margaret Ann Watson)",female,48.0,with_family,3,34.375,no,0
738,Mr,"Lesurer, Mr. Gustave J",male,35.0,single,1,512.3292,yes,1
739,Mr,"Ivanoff, Mr. Kanio",male,29.699118,single,3,7.8958,no,0
740,Mr,"Nankoff, Mr. Minko",male,29.699118,single,3,7.8958,no,0
741,Mr,"Hawksford, Mr. Walter James",male,29.699118,single,1,30.0,yes,1
742,Mr,"Cavendish, Mr. Tyrell William",male,36.0,with_family,1,78.85,no,0
743,Miss,"Ryerson, Miss. Susan Parker ""Suzette""",female,21.0,with_family,1,262.375,yes,1
744,Mr,"McNamee, Mr. Neal",male,24.0,with_family,3,16.1,no,0
745,Mr,"Stranden, Mr. Juho",male,31.0,single,3,7.925,yes,1
746,Mr,"Crosby, Capt. Edward Gifford",male,70.0,with_family,1,71.0,no,0
747,Mr,"Abbott, Mr. Rossmore Edward",male,16.0,with_family,3,20.25,no,0
748,Miss,"Sinkkonen, Miss. Anna",female,30.0,single,2,13.0,yes,1
749,Mr,"Marvin, Mr. Daniel Warner",male,19.0,with_family,1,53.1,no,0
750,Mr,"Connaghton, Mr. Michael",male,31.0,single,3,7.75,no,0
751,Miss,"Wells, Miss. Joan",female,4.0,with_family,2,23.0,yes,1
752,Mr,"Moor, Master. Meier",male,6.0,with_family,3,12.475,yes,1
753,Mr,"Vande Velde, Mr. Johannes Joseph",male,33.0,single,3,9.5,no,0
754,Mr,"Jonkoff, Mr. Lalio",male,23.0,single,3,7.8958,no,0
755,Mrs,"Herman, Mrs. Samuel (Jane Laver)",female,48.0,with_family,2,65.0,yes,1
756,Mr,"Hamalainen, Master. Viljo",male,0.67,with_family,2,14.5,yes,1
757,Mr,"Carlsson, Mr. August Sigfrid",male,28.0,single,3,7.7958,no,0
758,Mr,"Bailey, Mr. Percy Andrew",male,18.0,single,2,11.5,no,0
759,Mr,"Theobald, Mr. Thomas Leonard",male,34.0,single,3,8.05,no,0
760,Mrs,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",female,33.0,single,1,86.5,yes,1
761,Mr,"Garfirth, Mr. John",male,29.699118,single,3,14.5,no,0
762,Mr,"Nirva, Mr. Iisakki Antino Aijo",male,41.0,single,3,7.125,no,0
763,Mr,"Barah, Mr. Hanna Assi",male,20.0,single,3,7.2292,yes,1
764,Mrs,"Carter, Mrs. William Ernest (Lucile Polk)",female,36.0,with_family,1,120.0,yes,1
765,Mr,"Eklund, Mr. Hans Linus",male,16.0,single,3,7.775,no,0
766,Mrs,"Hogeboom, Mrs. John C (Anna Andrews)",female,51.0,with_family,1,77.9583,yes,1
767,Mr,"Brewe, Dr. Arthur Jackson",male,29.699118,single,1,39.6,no,0
768,Miss,"Mangan, Miss. Mary",female,30.5,single,3,7.75,no,0
769,Mr,"Moran, Mr. Daniel J",male,29.699118,with_family,3,24.15,no,0
770,Mr,"Gronnestad, Mr. Daniel Danielsen",male,32.0,single,3,8.3625,no,0
771,Mr,"Lievens, Mr. Rene Aime",male,24.0,single,3,9.5,no,0
772,Mr,"Jensen, Mr. Niels Peder",male,48.0,single,3,7.8542,no,0
773,Mrs,"Mack, Mrs. (Mary)",female,57.0,single,2,10.5,no,0
774,Mr,"Elias, Mr. Dibo",male,29.699118,single,3,7.225,no,0
775,Mrs,"Hocking, Mrs. Elizabeth (Eliza Needs)",female,54.0,with_family,2,23.0,yes,1
776,Mr,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",male,18.0,single,3,7.75,no,0
777,Mr,"Tobin, Mr. Roger",male,29.699118,single,3,7.75,no,0
778,Miss,"Emanuel, Miss. Virginia Ethel",female,5.0,single,3,12.475,yes,1
779,Mr,"Kilgannon, Mr. Thomas J",male,29.699118,single,3,7.7375,no,0
780,Mrs,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",female,43.0,with_family,1,211.3375,yes,1
781,Miss,"Ayoub, Miss. Banoura",female,13.0,single,3,7.2292,yes,1
782,Mrs,"Dick, Mrs. Albert Adrian (Vera Gillespie)",female,17.0,with_family,1,57.0,yes,1
783,Mr,"Long, Mr. Milton Clyde",male,29.0,single,1,30.0,no,0
784,Mr,"Johnston, Mr. Andrew G",male,29.699118,with_family,3,23.45,no,0
785,Mr,"Ali, Mr. William",male,25.0,single,3,7.05,no,0
786,Mr,"Harmer, Mr. Abraham (David Lishin)",male,25.0,single,3,7.25,no,0
787,Miss,"Sjoblom, Miss. Anna Sofia",female,18.0,single,3,7.4958,yes,1
788,Mr,"Rice, Master. George Hugh",male,8.0,with_family,3,29.125,no,0
789,Mr,"Dean, Master. Bertram Vere",male,1.0,with_family,3,20.575,yes,1
790,Mr,"Guggenheim, Mr. Benjamin",male,46.0,single,1,79.2,no,0
791,Mr,"Keane, Mr. Andrew ""Andy""",male,29.699118,single,3,7.75,no,0
792,Mr,"Gaskell, Mr. Alfred",male,16.0,single,2,26.0,no,0
793,Miss,"Sage, Miss. Stella Anna",female,29.699118,with_family,3,69.55,no,0
794,Mr,"Hoyt, Mr. William Fisher",male,29.699118,single,1,30.6958,no,0
795,Mr,"Dantcheff, Mr. Ristiu",male,25.0,single,3,7.8958,no,0
796,Mr,"Otter, Mr. Richard",male,39.0,single,2,13.0,no,0
797,Mr,"Leader, Dr. Alice (Farnham)",female,49.0,single,1,25.9292,yes,1
798,Mrs,"Osman, Mrs. Mara",female,31.0,single,3,8.6833,yes,1
799,Mr,"Ibrahim Shawah, Mr. Yousseff",male,30.0,single,3,7.2292,no,0
800,Mrs,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",female,30.0,with_family,3,24.15,no,0
801,Mr,"Ponesell, Mr. Martin",male,34.0,single,2,13.0,no,0
802,Mrs,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",female,31.0,with_family,2,26.25,yes,1
803,Mr,"Carter, Master. William Thornton II",male,11.0,with_family,1,120.0,yes,1
804,Mr,"Thomas, Master. Assad Alexander",male,0.42,with_family,3,8.5167,yes,1
805,Mr,"Hedman, Mr. Oskar Arvid",male,27.0,single,3,6.975,yes,1
806,Mr,"Johansson, Mr. Karl Johan",male,31.0,single,3,7.775,no,0
807,Mr,"Andrews, Mr. Thomas Jr",male,39.0,single,1,0.0,no,0
808,Miss,"Pettersson, Miss. Ellen Natalia",female,18.0,single,3,7.775,no,0
809,Mr,"Meyer, Mr. August",male,39.0,single,2,13.0,no,0
810,Mrs,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",female,33.0,with_family,1,53.1,yes,1
811,Mr,"Alexander, Mr. William",male,26.0,single,3,7.8875,no,0
812,Mr,"Lester, Mr. James",male,39.0,single,3,24.15,no,0
813,Mr,"Slemen, Mr. Richard James",male,35.0,single,2,10.5,no,0
814,Miss,"Andersson, Miss. Ebba Iris Alfrida",female,6.0,with_family,3,31.275,no,0
815,Mr,"Tomlin, Mr. Ernest Portage",male,30.5,single,3,8.05,no,0
816,Mr,"Fry, Mr. Richard",male,29.699118,single,1,0.0,no,0
817,Miss,"Heininen, Miss. Wendla Maria",female,23.0,single,3,7.925,no,0
818,Mr,"Mallet, Mr. Albert",male,31.0,with_family,2,37.0042,no,0
819,Mr,"Holm, Mr. John Fredrik Alexander",male,43.0,single,3,6.45,no,0
820,Mr,"Skoog, Master. Karl Thorsten",male,10.0,with_family,3,27.9,no,0
821,Mrs,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",female,52.0,with_family,1,93.5,yes,1
822,Mr,"Lulic, Mr. Nikola",male,27.0,single,3,8.6625,yes,1
823,Mr,"Reuchlin, Jonkheer. John George",male,38.0,single,1,0.0,no,0
824,Mrs,"Moor, Mrs. (Beila)",female,27.0,with_family,3,12.475,yes,1
825,Mr,"Panula, Master. Urho Abraham",male,2.0,with_family,3,39.6875,no,0
826,Mr,"Flynn, Mr. John",male,29.699118,single,3,6.95,no,0
827,Mr,"Lam, Mr. Len",male,29.699118,single,3,56.4958,no,0
828,Mr,"Mallet, Master. Andre",male,1.0,with_family,2,37.0042,yes,1
829,Mr,"McCormack, Mr. Thomas Joseph",male,29.699118,single,3,7.75,yes,1
831,Mrs,"Yasbeck, Mrs. Antoni (Selini Alexander)",female,15.0,with_family,3,14.4542,yes,1
832,Mr,"Richards, Master. George Sibley",male,0.83,with_family,2,18.75,yes,1
833,Mr,"Saad, Mr. Amin",male,29.699118,single,3,7.2292,no,0
834,Mr,"Augustsson, Mr. Albert",male,23.0,single,3,7.8542,no,0
835,Mr,"Allum, Mr. Owen George",male,18.0,single,3,8.3,no,0
836,Miss,"Compton, Miss. Sara Rebecca",female,39.0,with_family,1,83.1583,yes,1
837,Mr,"Pasic, Mr. Jakob",male,21.0,single,3,8.6625,no,0
838,Mr,"Sirota, Mr. Maurice",male,29.699118,single,3,8.05,no,0
839,Mr,"Chip, Mr. Chang",male,32.0,single,3,56.4958,yes,1
840,Mr,"Marechal, Mr. Pierre",male,29.699118,single,1,29.7,yes,1
841,Mr,"Alhomaki, Mr. Ilmari Rudolf",male,20.0,single,3,7.925,no,0
842,Mr,"Mudd, Mr. Thomas Charles",male,16.0,single,2,10.5,no,0
843,Miss,"Serepeca, Miss. Augusta",female,30.0,single,1,31.0,yes,1
844,Mr,"Lemberopolous, Mr. Peter L",male,34.5,single,3,6.4375,no,0
845,Mr,"Culumovic, Mr. Jeso",male,17.0,single,3,8.6625,no,0
846,Mr,"Abbing, Mr. Anthony",male,42.0,single,3,7.55,no,0
847,Mr,"Sage, Mr. Douglas Bullen",male,29.699118,with_family,3,69.55,no,0
848,Mr,"Markoff, Mr. Marin",male,35.0,single,3,7.8958,no,0
849,Mr,"Harper, Rev. John",male,28.0,with_family,2,33.0,no,0
850,Mrs,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",female,29.699118,with_family,1,89.1042,yes,1
851,Mr,"Andersson, Master. Sigvard Harald Elias",male,4.0,with_family,3,31.275,no,0
852,Mr,"Svensson, Mr. Johan",male,74.0,single,3,7.775,no,0
853,Miss,"Boulos, Miss. Nourelain",female,9.0,with_family,3,15.2458,no,0
854,Miss,"Lines, Miss. Mary Conover",female,16.0,with_family,1,39.4,yes,1
855,Mrs,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",female,44.0,with_family,2,26.0,no,0
856,Mrs,"Aks, Mrs. Sam (Leah Rosen)",female,18.0,with_family,3,9.35,yes,1
857,Mrs,"Wick, Mrs. George Dennick (Mary Hitchcock)",female,45.0,with_family,1,164.8667,yes,1
858,Mr,"Daly, Mr. Peter Denis ",male,51.0,single,1,26.55,yes,1
859,Mrs,"Baclini, Mrs. Solomon (Latifa Qurban)",female,24.0,with_family,3,19.2583,yes,1
860,Mr,"Razi, Mr. Raihed",male,29.699118,single,3,7.2292,no,0
861,Mr,"Hansen, Mr. Claus Peter",male,41.0,with_family,3,14.1083,no,0
862,Mr,"Giles, Mr. Frederick Edward",male,21.0,with_family,2,11.5,no,0
863,Mrs,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",female,48.0,single,1,25.9292,yes,1
864,Miss,"Sage, Miss. Dorothy Edith ""Dolly""",female,29.699118,with_family,3,69.55,no,0
865,Mr,"Gill, Mr. John William",male,24.0,single,2,13.0,no,0
866,Mrs,"Bystrom, Mrs. (Karolina)",female,42.0,single,2,13.0,yes,1
867,Miss,"Duran y More, Miss. Asuncion",female,27.0,with_family,2,13.8583,yes,1
868,Mr,"Roebling, Mr. Washington Augustus II",male,31.0,single,1,50.4958,no,0
869,Mr,"van Melkebeke, Mr. Philemon",male,29.699118,single,3,9.5,no,0
870,Mr,"Johnson, Master. Harold Theodor",male,4.0,with_family,3,11.1333,yes,1
871,Mr,"Balkic, Mr. Cerin",male,26.0,single,3,7.8958,no,0
872,Mrs,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",female,47.0,with_family,1,52.5542,yes,1
873,Mr,"Carlsson, Mr. Frans Olof",male,33.0,single,1,5.0,no,0
874,Mr,"Vander Cruyssen, Mr. Victor",male,47.0,single,3,9.0,no,0
875,Mrs,"Abelson, Mrs. Samuel (Hannah Wizosky)",female,28.0,with_family,2,24.0,yes,1
876,Miss,"Najib, Miss. Adele Kiamie ""Jane""",female,15.0,single,3,7.225,yes,1
877,Mr,"Gustafsson, Mr. Alfred Ossian",male,20.0,single,3,9.8458,no,0
878,Mr,"Petroff, Mr. Nedelio",male,19.0,single,3,7.8958,no,0
879,Mr,"Laleff, Mr. Kristo",male,29.699118,single,3,7.8958,no,0
880,Mrs,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",female,56.0,with_family,1,83.1583,yes,1
881,Mrs,"Shelley, Mrs. William (Imanita Parrish Hall)",female,25.0,with_family,2,26.0,yes,1
882,Mr,"Markun, Mr. Johann",male,33.0,single,3,7.8958,no,0
883,Miss,"Dahlberg, Miss. Gerda Ulrika",female,22.0,single,3,10.5167,no,0
884,Mr,"Banfield, Mr. Frederick James",male,28.0,single,2,10.5,no,0
885,Mr,"Sutehall, Mr. Henry Jr",male,25.0,single,3,7.05,no,0
886,Mrs,"Rice, Mrs. William (Margaret Norton)",female,39.0,with_family,3,29.125,no,0
887,Mr,"Montvila, Rev. Juozas",male,27.0,single,2,13.0,no,0
888,Miss,"Graham, Miss. Margaret Edith",female,19.0,single,1,30.0,yes,1
889,Miss,"Johnston, Miss. Catherine Helen ""Carrie""",female,29.699118,with_family,3,23.45,no,0
890,Mr,"Behr, Mr. Karl Howell",male,26.0,single,1,30.0,yes,1
891,Mr,"Dooley, Mr. Patrick",male,32.0,single,3,7.75,no,0
